ID,Education,JoiningYear,City,PaymentTier,Age,Gender,ExperienceInCurrentDomain,LeaveOrNot,Salary,Department,Age_Group
3515,Bachelors,2015,Bangalore,3,39,Male,5,0,41107,Sales,36-45
3516,Masters,2015,Pune,2,33,Female,4,0,75821,HR,26-35
3517,Bachelors,2012,Bangalore,3,36,Male,1,1,44235,Sales,36-45
3518,Bachelors,2012,Bangalore,3,36,Male,5,0,42774,Sales,36-45
3519,Bachelors,2015,Bangalore,3,38,Male,3,0,41920,Sales,36-45
3520,Bachelors,2017,New Delhi,2,37,Female,5,0,62185,HR,36-45
3521,Masters,2017,New Delhi,3,34,Female,2,0,59900,Sales,26-35
3522,Bachelors,2013,Bangalore,3,31,Male,2,1,45740,Sales,26-35
3523,Bachelors,2013,Bangalore,3,38,Male,5,0,47842,Sales,36-45
3524,Bachelors,2017,Bangalore,3,36,Male,3,0,48506,Sales,36-45
3525,Bachelors,2012,Bangalore,3,40,Male,1,0,47059,Sales,36-45
3526,Bachelors,2017,Bangalore,3,41,Male,5,1,41005,Sales,36-45
3527,Bachelors,2015,Bangalore,3,31,Female,4,0,44521,Sales,26-35
3528,Bachelors,2017,New Delhi,3,41,Male,2,0,41727,Sales,36-45
3529,Bachelors,2015,New Delhi,3,31,Female,3,0,44606,Sales,26-35
3530,Bachelors,2017,Pune,3,31,Female,0,1,42744,Sales,26-35
3531,Bachelors,2017,New Delhi,2,37,Male,0,0,60499,HR,36-45
3532,Bachelors,2012,Pune,3,39,Male,0,0,42136,Sales,36-45
3533,Bachelors,2014,Bangalore,3,38,Male,3,0,48617,Sales,36-45
3534,Bachelors,2013,Pune,3,40,Female,2,1,46092,Sales,36-45
3535,Bachelors,2013,Pune,3,36,Male,1,0,45990,Sales,36-45
3536,Bachelors,2016,Bangalore,3,41,Male,3,0,40009,Sales,36-45
3537,Bachelors,2018,Bangalore,3,32,Female,2,1,49340,Sales,26-35
3538,Masters,2018,Bangalore,3,40,Female,3,1,56772,Sales,36-45
3539,Bachelors,2012,Bangalore,3,39,Female,2,0,46648,Sales,36-45
3540,Bachelors,2014,New Delhi,3,33,Male,3,0,46149,Sales,26-35
3541,Bachelors,2012,Bangalore,3,32,Male,4,0,49331,Sales,26-35
3542,Bachelors,2018,Bangalore,3,41,Male,5,1,40301,Sales,36-45
3543,Bachelors,2016,Bangalore,3,36,Male,2,0,44930,Sales,36-45
3544,Bachelors,2016,Bangalore,3,31,Male,0,0,44949,Sales,26-35
3545,Bachelors,2014,Bangalore,3,37,Male,4,0,41743,Sales,36-45
3546,Bachelors,2014,Bangalore,3,33,Male,5,1,45432,Sales,26-35
3547,Masters,2018,Pune,3,31,Male,2,1,55293,Sales,26-35
3548,Bachelors,2017,New Delhi,3,35,Female,5,0,43533,Sales,36-45
3549,Bachelors,2015,Pune,1,32,Female,5,1,96681,IT,26-35
3550,Masters,2017,New Delhi,3,41,Female,2,0,50188,Sales,36-45
3551,Masters,2017,New Delhi,2,36,Female,1,0,70807,HR,36-45
3552,Masters,2017,Pune,3,35,Male,1,0,59615,Sales,36-45
3553,Masters,2017,New Delhi,3,35,Male,1,1,58857,Sales,36-45
3554,Bachelors,2015,New Delhi,3,33,Male,1,0,47492,Sales,26-35
3555,Bachelors,2014,Bangalore,3,38,Female,4,0,45278,Sales,36-45
3556,Bachelors,2015,New Delhi,2,33,Female,3,1,66419,HR,26-35
3557,Masters,2018,New Delhi,3,31,Female,2,1,51891,Sales,26-35
3558,Phd,2015,Bangalore,3,31,Male,3,0,67192,Sales,26-35
3559,Bachelors,2013,Bangalore,3,37,Male,5,0,43031,Sales,36-45
3560,Bachelors,2014,Bangalore,3,32,Male,1,0,45319,Sales,26-35
3561,Bachelors,2017,Bangalore,3,33,Male,3,0,42433,Sales,26-35
3562,Bachelors,2014,Bangalore,3,37,Male,5,0,45062,Sales,36-45
3563,Bachelors,2012,Bangalore,3,32,Male,3,0,49571,Sales,26-35
3564,Bachelors,2015,Pune,3,40,Female,2,1,41975,Sales,36-45
3565,Bachelors,2014,Pune,1,40,Female,1,1,97711,IT,36-45
3566,Masters,2013,New Delhi,2,32,Male,2,1,75809,HR,26-35
3567,Masters,2017,Bangalore,2,39,Female,2,1,76044,HR,36-45
3568,Phd,2016,New Delhi,3,41,Male,1,0,62738,Sales,36-45
3569,Phd,2014,New Delhi,3,32,Female,0,0,62352,Sales,26-35
3570,Bachelors,2017,Bangalore,3,38,Male,0,1,45682,Sales,36-45
3571,Masters,2017,New Delhi,2,31,Female,2,0,79392,HR,26-35
3572,Bachelors,2018,Bangalore,3,38,Male,3,1,46630,Sales,36-45
3573,Bachelors,2016,Bangalore,3,32,Male,4,0,46527,Sales,26-35
3574,Bachelors,2017,Pune,2,35,Female,5,1,61424,HR,36-45
3575,Bachelors,2013,Bangalore,3,34,Male,5,0,44546,Sales,26-35
3576,Bachelors,2018,Bangalore,3,38,Male,1,1,46664,Sales,36-45
3577,Bachelors,2014,Pune,1,36,Female,1,1,80606,IT,36-45
3578,Bachelors,2015,Bangalore,3,34,Female,2,0,41223,Sales,26-35
3579,Masters,2015,New Delhi,3,39,Female,2,0,58000,Sales,36-45
3580,Masters,2017,New Delhi,1,40,Female,0,0,118365,IT,36-45
3581,Bachelors,2016,Bangalore,3,38,Male,1,0,40800,Sales,36-45
3582,Bachelors,2015,Pune,3,35,Male,3,0,45058,Sales,36-45
3583,Bachelors,2014,Pune,2,31,Male,3,1,63972,HR,26-35
3584,Bachelors,2017,Pune,3,41,Male,2,0,43323,Sales,36-45
3585,Bachelors,2017,Bangalore,3,35,Female,3,0,40644,Sales,36-45
3586,Bachelors,2018,Bangalore,3,33,Male,5,1,42184,Sales,26-35
3587,Bachelors,2017,New Delhi,2,33,Male,5,0,62760,HR,26-35
3588,Bachelors,2016,New Delhi,3,31,Female,4,0,43775,Sales,26-35
3589,Masters,2013,New Delhi,3,35,Male,4,0,51955,Sales,36-45
3590,Bachelors,2016,Bangalore,3,37,Female,1,0,48492,Sales,36-45
3591,Bachelors,2015,Bangalore,3,31,Male,5,0,47913,Sales,26-35
3592,Bachelors,2012,Bangalore,3,35,Male,1,1,41789,Sales,36-45
3593,Bachelors,2014,Bangalore,3,32,Male,3,0,40276,Sales,26-35
3594,Bachelors,2015,Bangalore,3,32,Female,0,0,40785,Sales,26-35
3595,Bachelors,2017,Bangalore,3,40,Female,5,0,46156,Sales,36-45
3596,Bachelors,2012,Bangalore,3,34,Male,5,0,43082,Sales,26-35
3597,Bachelors,2014,Pune,3,37,Male,4,0,45909,Sales,36-45
3598,Phd,2015,Bangalore,3,40,Male,3,0,61308,Sales,36-45
3599,Masters,2017,New Delhi,2,34,Female,2,1,72762,HR,26-35
3600,Bachelors,2015,Pune,2,32,Female,3,1,63402,HR,26-35
3601,Bachelors,2013,Bangalore,3,33,Male,1,0,40688,Sales,26-35
3602,Bachelors,2015,Bangalore,3,38,Male,3,1,48807,Sales,36-45
3603,Masters,2017,New Delhi,2,41,Male,3,1,77371,HR,36-45
3604,Masters,2017,New Delhi,1,36,Female,0,0,106521,IT,36-45
3605,Bachelors,2016,Bangalore,3,33,Male,1,0,44346,Sales,26-35
3606,Bachelors,2014,Pune,3,31,Male,5,0,48338,Sales,26-35
3607,Bachelors,2013,Pune,2,34,Female,3,1,62555,HR,26-35
3608,Bachelors,2017,Bangalore,3,31,Male,1,0,44592,Sales,26-35
3609,Bachelors,2016,New Delhi,2,36,Female,4,1,60761,HR,36-45
3610,Bachelors,2013,Bangalore,3,38,Male,5,0,42580,Sales,36-45
3611,Bachelors,2015,Pune,2,39,Female,1,1,66477,HR,36-45
3612,Bachelors,2014,Pune,3,31,Male,3,0,40543,Sales,26-35
3613,Bachelors,2015,New Delhi,3,40,Male,3,1,48310,Sales,36-45
3614,Bachelors,2013,Bangalore,3,39,Male,0,0,42241,Sales,36-45
3615,Bachelors,2015,Bangalore,3,32,Female,4,0,49483,Sales,26-35
3616,Bachelors,2014,Bangalore,3,34,Male,1,0,46260,Sales,26-35
3617,Masters,2015,New Delhi,3,38,Male,1,0,52613,Sales,36-45
3618,Bachelors,2014,Bangalore,1,39,Male,2,0,85176,IT,36-45
3619,Bachelors,2014,Bangalore,3,39,Male,5,0,49973,Sales,36-45
3620,Bachelors,2016,Bangalore,3,33,Male,1,0,40604,Sales,26-35
3621,Bachelors,2018,Pune,2,34,Female,4,1,67359,HR,26-35
3622,Bachelors,2017,Pune,3,38,Male,1,0,42306,Sales,36-45
3623,Masters,2017,New Delhi,2,33,Male,2,0,72628,HR,26-35
3624,Bachelors,2014,Bangalore,3,41,Male,5,0,45646,Sales,36-45
3625,Masters,2017,Pune,1,39,Male,0,0,102630,IT,36-45
3626,Masters,2013,Pune,3,39,Male,2,0,54284,Sales,36-45
3627,Bachelors,2014,Bangalore,3,41,Male,5,0,41870,Sales,36-45
3628,Bachelors,2012,Bangalore,3,40,Male,4,0,48729,Sales,36-45
3629,Bachelors,2014,Bangalore,3,36,Male,0,0,45968,Sales,36-45
3630,Bachelors,2015,Bangalore,3,34,Male,0,0,45602,Sales,26-35
3631,Bachelors,2013,Bangalore,3,32,Male,5,1,48613,Sales,26-35
3632,Bachelors,2015,Bangalore,3,31,Male,4,0,49167,Sales,26-35
3633,Bachelors,2012,Bangalore,3,36,Male,0,0,46721,Sales,36-45
3634,Masters,2017,Pune,2,35,Male,1,1,73547,HR,36-45
3635,Bachelors,2017,Bangalore,3,32,Male,2,0,48372,Sales,26-35
3636,Bachelors,2017,Pune,3,33,Male,5,0,46864,Sales,26-35
3637,Bachelors,2016,Bangalore,3,34,Male,2,0,49629,Sales,26-35
3638,Bachelors,2017,Bangalore,3,39,Male,3,0,48006,Sales,36-45
3639,Bachelors,2018,Bangalore,3,38,Male,0,1,41775,Sales,36-45
3640,Bachelors,2012,Pune,2,35,Female,1,1,65005,HR,36-45
3641,Bachelors,2015,Pune,2,40,Female,5,1,61863,HR,36-45
3642,Bachelors,2017,Pune,3,41,Male,3,0,41714,Sales,36-45
3643,Bachelors,2016,Bangalore,1,33,Female,3,0,87887,IT,26-35
3644,Masters,2017,New Delhi,1,40,Male,0,0,110432,IT,36-45
3645,Bachelors,2018,Bangalore,3,33,Female,3,1,45189,Sales,26-35
3646,Bachelors,2015,Bangalore,3,38,Male,1,1,43529,Sales,36-45
3647,Masters,2017,Bangalore,2,32,Male,2,0,77302,HR,26-35
3648,Bachelors,2014,Pune,3,32,Male,2,0,43811,Sales,26-35
3649,Bachelors,2015,New Delhi,3,32,Female,2,0,46416,Sales,26-35
3650,Bachelors,2016,Pune,2,37,Female,2,1,60478,HR,36-45
3651,Bachelors,2015,Bangalore,3,40,Male,5,0,45794,Sales,36-45
3652,Bachelors,2016,Bangalore,3,38,Male,1,0,48654,Sales,36-45
3653,Phd,2018,New Delhi,3,33,Female,4,1,61196,Sales,26-35
3654,Masters,2017,New Delhi,2,40,Male,4,0,76377,HR,36-45
3655,Masters,2017,New Delhi,2,35,Male,2,0,72059,HR,36-45
3656,Bachelors,2016,Bangalore,3,33,Male,3,0,47733,Sales,26-35
3657,Bachelors,2017,Bangalore,3,37,Male,4,0,43671,Sales,36-45
3658,Bachelors,2013,Bangalore,3,38,Male,0,0,42197,Sales,36-45
3659,Bachelors,2018,Bangalore,3,32,Male,2,1,40587,Sales,26-35
3660,Bachelors,2017,Bangalore,3,40,Female,2,0,42457,Sales,36-45
3661,Bachelors,2015,New Delhi,3,33,Female,2,0,45158,Sales,26-35
3662,Bachelors,2016,Bangalore,3,38,Male,2,1,48455,Sales,36-45
3663,Bachelors,2013,Bangalore,3,34,Male,5,0,44340,Sales,26-35
3664,Bachelors,2017,New Delhi,3,38,Female,4,0,47754,Sales,36-45
3665,Bachelors,2018,Pune,2,31,Female,3,1,68018,HR,26-35
3666,Bachelors,2014,Pune,3,32,Female,4,0,41232,Sales,26-35
3667,Bachelors,2013,Bangalore,3,35,Male,1,0,41125,Sales,36-45
3668,Bachelors,2014,Bangalore,3,35,Male,0,1,44721,Sales,36-45
3669,Bachelors,2012,Bangalore,3,33,Female,4,0,42174,Sales,26-35
3670,Bachelors,2012,New Delhi,3,41,Female,0,0,44550,Sales,36-45
3671,Bachelors,2015,Pune,1,31,Female,3,1,80186,IT,26-35
3672,Bachelors,2016,Bangalore,3,34,Male,3,0,42317,Sales,26-35
3673,Masters,2017,New Delhi,2,40,Female,2,0,75019,HR,36-45
3674,Masters,2016,Bangalore,3,32,Male,1,1,56399,Sales,26-35
3675,Bachelors,2012,Bangalore,3,36,Male,5,0,48074,Sales,36-45
3676,Bachelors,2014,Pune,2,40,Female,3,1,60207,HR,36-45
3677,Bachelors,2012,Pune,3,31,Male,3,0,41266,Sales,26-35
3678,Bachelors,2014,Bangalore,1,34,Female,5,0,91027,IT,26-35
3679,Masters,2013,New Delhi,3,41,Female,2,1,59165,Sales,36-45
3680,Masters,2017,New Delhi,2,32,Male,2,0,73833,HR,26-35
3681,Bachelors,2016,Bangalore,3,41,Male,2,0,44833,Sales,36-45
3682,Masters,2014,New Delhi,3,33,Male,3,0,51706,Sales,26-35
3683,Bachelors,2013,Bangalore,3,33,Female,0,1,45197,Sales,26-35
3684,Bachelors,2013,Pune,3,39,Female,2,0,47513,Sales,36-45
3685,Masters,2018,Pune,3,40,Male,2,1,55825,Sales,36-45
3686,Bachelors,2017,New Delhi,3,34,Male,3,0,42331,Sales,26-35
3687,Bachelors,2016,Pune,3,41,Male,5,0,40619,Sales,36-45
3688,Bachelors,2015,Pune,3,37,Male,5,1,46964,Sales,36-45
3689,Masters,2017,Bangalore,3,32,Female,4,1,56428,Sales,26-35
3690,Bachelors,2017,Bangalore,3,41,Male,3,0,42015,Sales,36-45
3691,Bachelors,2018,Bangalore,3,34,Female,2,1,45620,Sales,26-35
3692,Masters,2017,Bangalore,3,38,Male,5,1,56118,Sales,36-45
3693,Bachelors,2017,Bangalore,3,40,Female,3,0,44512,Sales,36-45
3694,Masters,2017,Pune,3,35,Male,2,0,57975,Sales,36-45
3695,Bachelors,2015,Pune,3,31,Male,1,0,47055,Sales,26-35
3696,Bachelors,2016,Pune,3,39,Male,4,0,42164,Sales,36-45
3697,Bachelors,2018,Bangalore,3,39,Male,1,1,44646,Sales,36-45
3698,Bachelors,2018,Bangalore,3,32,Male,3,1,46507,Sales,26-35
3699,Bachelors,2015,Bangalore,3,38,Male,5,0,46879,Sales,36-45
3700,Bachelors,2015,Bangalore,3,35,Male,3,0,44055,Sales,36-45
3701,Bachelors,2013,Bangalore,1,38,Male,4,0,87097,IT,36-45
3702,Bachelors,2012,New Delhi,3,32,Male,1,1,46630,Sales,26-35
3703,Bachelors,2014,Pune,2,37,Female,5,1,69573,HR,36-45
3704,Bachelors,2015,Pune,3,35,Male,0,0,48761,Sales,36-45
3705,Bachelors,2017,Pune,3,41,Female,4,1,42216,Sales,36-45
3706,Masters,2015,Bangalore,3,36,Male,0,0,54713,Sales,36-45
3707,Bachelors,2017,Bangalore,3,35,Male,2,0,40805,Sales,36-45
3708,Masters,2017,New Delhi,2,36,Male,2,1,72404,HR,36-45
3709,Masters,2017,Bangalore,1,34,Male,1,0,107713,IT,26-35
3710,Bachelors,2015,Bangalore,3,36,Male,3,0,48768,Sales,36-45
3711,Bachelors,2017,Pune,2,33,Male,3,0,64516,HR,26-35
3712,Masters,2018,New Delhi,3,38,Male,2,1,56273,Sales,36-45
3713,Phd,2013,New Delhi,3,35,Female,3,1,67494,Sales,36-45
3714,Bachelors,2015,New Delhi,2,37,Female,3,1,64512,HR,36-45
3715,Bachelors,2017,Bangalore,3,31,Male,0,0,46178,Sales,26-35
3716,Bachelors,2017,Pune,2,40,Female,2,1,60388,HR,36-45
3717,Bachelors,2015,Pune,3,32,Female,3,1,49628,Sales,26-35
3718,Bachelors,2015,Bangalore,3,35,Male,2,0,40062,Sales,36-45
3719,Bachelors,2012,Bangalore,3,38,Male,0,0,42407,Sales,36-45
3720,Bachelors,2015,Pune,2,36,Female,0,1,60768,HR,36-45
3721,Masters,2015,Pune,3,36,Male,3,0,56492,Sales,36-45
3722,Masters,2014,New Delhi,3,32,Female,5,0,56518,Sales,26-35
3723,Bachelors,2018,Pune,2,37,Female,0,1,68283,HR,36-45
3724,Bachelors,2018,Pune,3,35,Female,0,1,43346,Sales,36-45
3725,Bachelors,2015,Pune,1,36,Female,4,1,80868,IT,36-45
3726,Bachelors,2015,New Delhi,2,34,Female,5,1,62313,HR,26-35
3727,Masters,2017,New Delhi,2,35,Female,0,0,73413,HR,36-45
3728,Masters,2017,New Delhi,2,38,Female,5,0,71543,HR,36-45
3729,Bachelors,2015,Pune,2,39,Female,5,1,69866,HR,36-45
3730,Bachelors,2012,Pune,2,32,Female,5,1,62086,HR,26-35
3731,Bachelors,2015,Bangalore,3,39,Male,2,0,46144,Sales,36-45
3732,Bachelors,2015,Bangalore,3,39,Male,2,1,41806,Sales,36-45
3733,Masters,2017,Pune,2,37,Male,2,0,76950,HR,36-45
3734,Bachelors,2015,Bangalore,3,32,Female,5,0,47442,Sales,26-35
3735,Bachelors,2017,New Delhi,2,38,Male,0,0,62604,HR,36-45
3736,Bachelors,2012,Pune,2,36,Female,5,1,63750,HR,36-45
3737,Masters,2016,Bangalore,1,37,Male,2,1,112899,IT,36-45
3738,Bachelors,2017,Pune,3,32,Male,4,0,49519,Sales,26-35
3739,Masters,2017,New Delhi,3,37,Male,2,0,56923,Sales,36-45
3740,Bachelors,2016,New Delhi,3,33,Male,2,0,47069,Sales,26-35
3741,Bachelors,2016,Bangalore,3,39,Male,4,0,49322,Sales,36-45
3742,Bachelors,2012,Bangalore,3,35,Male,1,1,41788,Sales,36-45
3743,Masters,2015,Pune,3,39,Male,5,0,51960,Sales,36-45
3744,Bachelors,2015,Bangalore,3,34,Male,0,0,40534,Sales,26-35
3745,Masters,2017,New Delhi,2,33,Male,4,0,77061,HR,26-35
3746,Bachelors,2012,Bangalore,3,33,Male,1,0,47646,Sales,26-35
3747,Bachelors,2015,New Delhi,3,31,Male,0,0,40368,Sales,26-35
3748,Phd,2016,Pune,3,31,Female,4,0,69524,Sales,26-35
3749,Bachelors,2015,Bangalore,3,37,Female,4,0,48001,Sales,36-45
3750,Bachelors,2012,Bangalore,3,33,Male,0,0,40249,Sales,26-35
3751,Bachelors,2017,Pune,3,31,Male,0,0,40547,Sales,26-35
3752,Bachelors,2017,Bangalore,3,41,Female,2,0,43756,Sales,36-45
3753,Masters,2017,Pune,2,39,Male,2,0,70690,HR,36-45
3754,Masters,2013,New Delhi,3,32,Male,2,0,51452,Sales,26-35
3755,Bachelors,2016,Pune,3,37,Male,3,0,47794,Sales,36-45
3756,Bachelors,2014,Bangalore,3,37,Male,1,0,44427,Sales,36-45
3757,Bachelors,2017,Pune,2,34,Female,3,1,67234,HR,26-35
3758,Bachelors,2017,New Delhi,2,31,Male,2,0,68846,HR,26-35
3759,Bachelors,2014,Pune,2,34,Female,1,1,63599,HR,26-35
3760,Bachelors,2012,Bangalore,3,38,Female,5,0,46863,Sales,36-45
3761,Bachelors,2013,Bangalore,3,37,Female,1,0,41707,Sales,36-45
3762,Bachelors,2015,Pune,1,34,Female,3,1,96774,IT,26-35
3763,Bachelors,2015,Bangalore,3,33,Male,2,0,49533,Sales,26-35
3764,Bachelors,2016,Bangalore,3,37,Male,4,0,47324,Sales,36-45
3765,Bachelors,2016,Bangalore,3,41,Male,4,0,46250,Sales,36-45
3766,Bachelors,2012,Bangalore,1,38,Female,1,0,91079,IT,36-45
3767,Bachelors,2016,Pune,3,40,Male,5,0,45446,Sales,36-45
3768,Bachelors,2017,New Delhi,3,33,Female,1,1,44504,Sales,26-35
3769,Bachelors,2016,New Delhi,3,33,Male,1,0,44934,Sales,26-35
3770,Masters,2013,New Delhi,3,37,Male,2,0,52654,Sales,36-45
3771,Bachelors,2017,New Delhi,2,36,Female,2,0,60245,HR,36-45
3772,Bachelors,2012,Bangalore,3,36,Female,5,0,44968,Sales,36-45
3773,Bachelors,2015,Bangalore,3,41,Male,1,0,41060,Sales,36-45
3774,Masters,2014,New Delhi,3,40,Male,5,0,52385,Sales,36-45
3775,Bachelors,2016,Bangalore,3,36,Female,0,0,44780,Sales,36-45
3776,Masters,2017,Bangalore,2,41,Male,2,1,78564,HR,36-45
3777,Bachelors,2015,Pune,3,33,Male,5,0,40080,Sales,26-35
3778,Masters,2017,New Delhi,2,37,Female,2,0,78997,HR,36-45
3779,Bachelors,2017,New Delhi,2,33,Male,0,0,63370,HR,26-35
3780,Bachelors,2014,Bangalore,3,40,Female,4,0,40866,Sales,36-45
3781,Masters,2018,New Delhi,3,36,Male,2,1,55528,Sales,36-45
3782,Bachelors,2018,Bangalore,3,40,Male,3,1,47612,Sales,36-45
3783,Masters,2018,Bangalore,3,40,Male,2,1,59546,Sales,36-45
3784,Bachelors,2014,Bangalore,3,34,Male,3,0,40364,Sales,26-35
3785,Bachelors,2012,Pune,3,39,Male,5,0,43824,Sales,36-45
3786,Bachelors,2017,Pune,2,33,Male,1,1,63272,HR,26-35
3787,Bachelors,2016,Bangalore,3,37,Male,2,0,46966,Sales,36-45
3788,Bachelors,2012,New Delhi,3,40,Male,3,0,48126,Sales,36-45
3789,Bachelors,2018,Bangalore,3,38,Male,1,1,41141,Sales,36-45
3790,Bachelors,2016,Bangalore,3,40,Male,1,0,40289,Sales,36-45
3791,Bachelors,2014,New Delhi,3,38,Female,0,0,41390,Sales,36-45
3792,Bachelors,2016,Bangalore,3,34,Male,1,0,42699,Sales,26-35
3793,Masters,2016,New Delhi,3,37,Female,3,1,57277,Sales,36-45
3794,Bachelors,2015,Bangalore,3,40,Male,5,0,47164,Sales,36-45
3795,Bachelors,2015,New Delhi,3,40,Female,1,0,47717,Sales,36-45
3796,Masters,2016,Bangalore,3,37,Male,2,1,51664,Sales,36-45
3797,Bachelors,2016,Pune,2,37,Female,3,1,62929,HR,36-45
3798,Bachelors,2013,Pune,3,32,Male,1,0,43066,Sales,26-35
3799,Masters,2017,New Delhi,1,35,Male,5,0,103464,IT,36-45
3800,Bachelors,2016,Bangalore,1,38,Male,3,0,94912,IT,36-45
3801,Bachelors,2017,Pune,3,34,Female,1,0,43410,Sales,26-35
3802,Bachelors,2014,Bangalore,3,32,Male,2,1,42308,Sales,26-35
3803,Bachelors,2013,Bangalore,3,37,Male,5,0,41771,Sales,36-45
3804,Bachelors,2017,New Delhi,2,37,Male,4,0,64270,HR,36-45
3805,Bachelors,2014,Bangalore,3,35,Male,2,0,40156,Sales,36-45
3806,Bachelors,2016,Bangalore,3,40,Male,0,0,45362,Sales,36-45
3807,Bachelors,2012,Bangalore,3,40,Male,2,0,47348,Sales,36-45
3808,Bachelors,2015,Bangalore,3,39,Female,3,1,48644,Sales,36-45
3809,Masters,2013,New Delhi,3,41,Female,2,0,55693,Sales,36-45
3810,Bachelors,2015,Bangalore,3,34,Female,4,0,49786,Sales,26-35
3811,Bachelors,2012,New Delhi,3,34,Female,4,0,46821,Sales,26-35
3812,Bachelors,2013,Pune,2,36,Male,2,1,68583,HR,36-45
3813,Masters,2016,New Delhi,3,39,Female,1,0,52484,Sales,36-45
3814,Bachelors,2014,New Delhi,3,41,Male,5,0,46278,Sales,36-45
3815,Bachelors,2015,Bangalore,3,40,Male,0,0,49967,Sales,36-45
3816,Bachelors,2017,Bangalore,3,34,Female,5,0,42611,Sales,26-35
3817,Bachelors,2013,Bangalore,3,31,Male,2,0,45635,Sales,26-35
3818,Bachelors,2012,Pune,3,40,Male,3,0,48137,Sales,36-45
3819,Bachelors,2013,Pune,3,32,Male,5,0,42405,Sales,26-35
3820,Bachelors,2018,Pune,3,38,Male,3,1,48194,Sales,36-45
3821,Bachelors,2016,Bangalore,3,40,Male,3,0,46309,Sales,36-45
3822,Phd,2013,Bangalore,3,41,Male,4,0,67746,Sales,36-45
3823,Bachelors,2014,Bangalore,3,36,Female,0,0,48458,Sales,36-45
3824,Bachelors,2015,Pune,2,33,Female,3,1,60314,HR,26-35
3825,Bachelors,2016,New Delhi,3,37,Male,3,0,43499,Sales,36-45
3826,Bachelors,2015,Pune,3,38,Male,4,0,45895,Sales,36-45
3827,Bachelors,2017,Bangalore,3,32,Male,4,0,47915,Sales,26-35
3828,Bachelors,2017,Pune,3,33,Male,1,0,45534,Sales,26-35
3829,Bachelors,2015,Bangalore,3,38,Male,5,0,41825,Sales,36-45
3830,Bachelors,2015,Pune,3,40,Female,5,1,42469,Sales,36-45
3831,Bachelors,2014,Bangalore,3,35,Male,0,0,47264,Sales,36-45
3832,Masters,2016,New Delhi,3,37,Female,5,0,52334,Sales,36-45
3833,Bachelors,2016,Bangalore,3,37,Male,2,0,49206,Sales,36-45
3834,Bachelors,2015,Bangalore,3,36,Male,2,0,44879,Sales,36-45
3835,Bachelors,2017,Bangalore,3,33,Female,4,1,48845,Sales,26-35
3836,Bachelors,2014,Pune,2,36,Female,3,1,67503,HR,36-45
3837,Bachelors,2016,Pune,3,32,Male,3,0,42477,Sales,26-35
3838,Bachelors,2017,Bangalore,3,35,Female,1,1,45839,Sales,36-45
3839,Bachelors,2014,Pune,2,34,Female,2,1,69171,HR,26-35
3840,Masters,2017,Pune,2,40,Male,5,0,78894,HR,36-45
3841,Bachelors,2016,Bangalore,3,37,Female,4,0,47957,Sales,36-45
3842,Bachelors,2015,Bangalore,1,36,Male,1,0,83613,IT,36-45
3843,Bachelors,2012,Pune,3,41,Female,1,0,42465,Sales,36-45
3844,Bachelors,2016,Pune,3,36,Male,0,0,42538,Sales,36-45
3845,Bachelors,2017,Bangalore,3,31,Female,2,0,43263,Sales,26-35
3846,Bachelors,2017,Pune,3,31,Male,3,0,47730,Sales,26-35
3847,Bachelors,2014,Pune,3,33,Male,2,0,41196,Sales,26-35
3848,Bachelors,2017,Bangalore,3,35,Male,0,0,46532,Sales,36-45
3849,Phd,2016,New Delhi,3,34,Male,1,0,61281,Sales,26-35
3850,Bachelors,2014,Bangalore,3,39,Female,4,0,47746,Sales,36-45
3851,Masters,2015,Bangalore,3,31,Male,1,1,53963,Sales,26-35
3852,Bachelors,2015,Pune,3,32,Female,0,1,47501,Sales,26-35
3853,Bachelors,2017,Bangalore,3,33,Male,0,1,48131,Sales,26-35
3854,Bachelors,2014,Bangalore,3,34,Male,1,0,41052,Sales,26-35
3855,Masters,2014,Pune,3,39,Male,2,0,51390,Sales,36-45
3856,Bachelors,2017,New Delhi,2,41,Female,2,1,67987,HR,36-45
3857,Bachelors,2017,New Delhi,2,34,Male,2,0,68215,HR,26-35
3858,Bachelors,2013,Bangalore,3,36,Female,5,0,48446,Sales,36-45
3859,Bachelors,2015,Pune,2,39,Female,5,1,64739,HR,36-45
3860,Bachelors,2012,Pune,3,37,Male,5,0,45873,Sales,36-45
3861,Bachelors,2016,Bangalore,3,36,Male,4,0,49406,Sales,36-45
3862,Bachelors,2014,New Delhi,3,38,Female,1,0,42451,Sales,36-45
3863,Bachelors,2017,Bangalore,3,38,Female,3,0,48600,Sales,36-45
3864,Masters,2016,New Delhi,3,37,Female,2,1,58952,Sales,36-45
3865,Bachelors,2012,Bangalore,3,34,Male,2,0,41374,Sales,26-35
3866,Bachelors,2015,Bangalore,3,31,Male,2,0,42969,Sales,26-35
3867,Bachelors,2015,Pune,2,32,Female,2,1,66520,HR,26-35
3868,Masters,2018,New Delhi,3,35,Male,2,1,59174,Sales,36-45
3869,Bachelors,2017,Bangalore,3,31,Male,2,0,41827,Sales,26-35
3870,Bachelors,2015,Bangalore,1,32,Male,0,1,88248,IT,26-35
3871,Bachelors,2015,Bangalore,3,31,Female,5,0,40249,Sales,26-35
3872,Bachelors,2018,Bangalore,3,37,Male,5,1,46271,Sales,36-45
3873,Phd,2018,New Delhi,3,40,Male,3,1,67083,Sales,36-45
