Education,JoiningYear,City,PaymentTier,Age,Gender,ExperienceInCurrentDomain,LeaveOrNot,Salary,Department
Bachelors,2015,Pune,3,35,Female,1,1,45078,Sales
Masters,2014,New Delhi,3,34,Male,5,0,55487,Sales
Bachelors,2017,Pune,2,32,Female,2,1,68473,HR
Bachelors,2015,New Delhi,3,32,Female,2,0,46876,Sales
Bachelors,2014,Bangalore,3,33,Male,5,1,45570,Sales
Masters,2017,New Delhi,2,34,Male,2,1,70845,HR
Masters,2016,Bangalore,3,35,Female,1,1,58464,Sales
Masters,2017,New Delhi,3,35,Male,2,0,58825,Sales
Bachelors,2014,Pune,2,38,Female,3,1,63900,HR
Bachelors,2016,Bangalore,3,37,Male,0,0,41696,Sales
Bachelors,2013,Bangalore,3,38,Female,4,0,42691,Sales
Bachelors,2015,Bangalore,3,41,Male,0,0,43014,Sales
Masters,2017,Bangalore,3,40,Male,4,1,58832,Sales
Bachelors,2017,Bangalore,3,39,Female,3,0,45000,Sales
Bachelors,2017,Pune,2,32,Male,2,0,61055,HR
Bachelors,2018,New Delhi,3,40,Male,4,1,44999,Sales
Bachelors,2016,Bangalore,3,40,Male,0,0,40616,Sales
Bachelors,2016,Bangalore,3,41,Female,1,1,41977,Sales
Bachelors,2015,Bangalore,3,38,Male,4,0,41306,Sales
Masters,2017,Pune,1,38,Male,0,1,100893,IT
Bachelors,2018,Bangalore,3,41,Female,2,1,44849,Sales
Bachelors,2015,New Delhi,2,33,Female,4,1,66670,HR
Bachelors,2012,Bangalore,3,41,Male,0,0,41335,Sales
Bachelors,2017,New Delhi,2,35,Female,5,0,68005,HR
Bachelors,2013,Bangalore,3,36,Male,5,0,42264,Sales
Bachelors,2013,Pune,3,37,Male,1,0,47835,Sales
Bachelors,2013,New Delhi,1,37,Female,1,0,87011,IT
Bachelors,2014,Bangalore,3,39,Male,5,0,42563,Sales
Bachelors,2017,Bangalore,3,38,Female,2,0,46871,Sales
Bachelors,2013,Pune,2,34,Female,1,1,63679,HR
Bachelors,2017,Pune,2,33,Female,4,1,61038,HR
Bachelors,2013,Bangalore,3,32,Female,1,0,40767,Sales
Masters,2014,Bangalore,3,38,Female,4,1,51116,Sales
Bachelors,2017,Bangalore,3,32,Male,5,0,46027,Sales
Masters,2016,New Delhi,3,41,Male,5,1,55465,Sales
Masters,2014,Pune,3,36,Female,2,0,55350,Sales
Bachelors,2017,New Delhi,3,34,Female,2,1,40647,Sales
Bachelors,2017,Bangalore,3,34,Male,0,0,42064,Sales
Bachelors,2016,Bangalore,3,35,Male,4,0,41669,Sales
Masters,2015,New Delhi,3,38,Male,1,0,57276,Sales
Bachelors,2016,Bangalore,3,32,Male,5,0,44727,Sales
Bachelors,2015,Pune,3,37,Female,2,1,40758,Sales
Bachelors,2017,Bangalore,2,32,Female,2,1,61795,HR
Masters,2017,New Delhi,2,36,Male,3,0,71730,HR
Bachelors,2012,Bangalore,3,41,Male,3,0,40625,Sales
Bachelors,2017,Pune,3,37,Female,5,0,43422,Sales
Bachelors,2018,Bangalore,3,34,Female,3,1,40543,Sales
Bachelors,2016,Pune,3,31,Male,0,1,41802,Sales
Bachelors,2017,Bangalore,3,41,Male,1,0,48412,Sales
Bachelors,2015,New Delhi,3,35,Female,3,0,44707,Sales
Bachelors,2015,Bangalore,3,37,Female,5,0,46375,Sales
Bachelors,2016,Bangalore,3,34,Male,4,0,44582,Sales
Masters,2017,Bangalore,2,40,Female,2,0,78006,HR
Bachelors,2015,Bangalore,3,39,Male,5,1,43846,Sales
Bachelors,2013,Pune,3,37,Male,2,0,48009,Sales
Bachelors,2015,Pune,2,36,Female,1,1,60308,HR
Bachelors,2014,Bangalore,3,35,Female,2,0,44408,Sales
Masters,2013,Bangalore,3,37,Female,3,1,53182,Sales
Bachelors,2013,New Delhi,3,41,Female,1,0,47352,Sales
Masters,2017,New Delhi,2,40,Male,2,0,76953,HR
Bachelors,2016,Bangalore,3,37,Male,2,0,40536,Sales
Masters,2013,New Delhi,3,40,Female,2,1,55712,Sales
Bachelors,2015,Bangalore,3,39,Male,5,0,41107,Sales
Masters,2015,Pune,2,33,Female,4,0,75821,HR
Bachelors,2012,Bangalore,3,36,Male,1,1,44235,Sales
Bachelors,2012,Bangalore,3,36,Male,5,0,42774,Sales
Bachelors,2015,Bangalore,3,38,Male,3,0,41920,Sales
Bachelors,2017,New Delhi,2,37,Female,5,0,62185,HR
Masters,2017,New Delhi,3,34,Female,2,0,59900,Sales
Bachelors,2013,Bangalore,3,31,Male,2,1,45740,Sales
Bachelors,2013,Bangalore,3,38,Male,5,0,47842,Sales
Bachelors,2017,Bangalore,3,36,Male,3,0,48506,Sales
Bachelors,2012,Bangalore,3,40,Male,1,0,47059,Sales
Bachelors,2017,Bangalore,3,41,Male,5,1,41005,Sales
Bachelors,2015,Bangalore,3,31,Female,4,0,44521,Sales
Bachelors,2017,New Delhi,3,41,Male,2,0,41727,Sales
Bachelors,2015,New Delhi,3,31,Female,3,0,44606,Sales
Bachelors,2017,Pune,3,31,Female,0,1,42744,Sales
Bachelors,2017,New Delhi,2,37,Male,0,0,60499,HR
Bachelors,2012,Pune,3,39,Male,0,0,42136,Sales
Bachelors,2014,Bangalore,3,38,Male,3,0,48617,Sales
Bachelors,2013,Pune,3,40,Female,2,1,46092,Sales
Bachelors,2013,Pune,3,36,Male,1,0,45990,Sales
Bachelors,2016,Bangalore,3,41,Male,3,0,40009,Sales
Bachelors,2018,Bangalore,3,32,Female,2,1,49340,Sales
Masters,2018,Bangalore,3,40,Female,3,1,56772,Sales
Bachelors,2012,Bangalore,3,39,Female,2,0,46648,Sales
Bachelors,2014,New Delhi,3,33,Male,3,0,46149,Sales
Bachelors,2012,Bangalore,3,32,Male,4,0,49331,Sales
Bachelors,2018,Bangalore,3,41,Male,5,1,40301,Sales
Bachelors,2016,Bangalore,3,36,Male,2,0,44930,Sales
Bachelors,2016,Bangalore,3,31,Male,0,0,44949,Sales
Bachelors,2014,Bangalore,3,37,Male,4,0,41743,Sales
Bachelors,2014,Bangalore,3,33,Male,5,1,45432,Sales
Masters,2018,Pune,3,31,Male,2,1,55293,Sales
Bachelors,2017,New Delhi,3,35,Female,5,0,43533,Sales
Bachelors,2015,Pune,1,32,Female,5,1,96681,IT
Masters,2017,New Delhi,3,41,Female,2,0,50188,Sales
Masters,2017,New Delhi,2,36,Female,1,0,70807,HR
Masters,2017,Pune,3,35,Male,1,0,59615,Sales
Masters,2017,New Delhi,3,35,Male,1,1,58857,Sales
Bachelors,2015,New Delhi,3,33,Male,1,0,47492,Sales
Bachelors,2014,Bangalore,3,38,Female,4,0,45278,Sales
Bachelors,2015,New Delhi,2,33,Female,3,1,66419,HR
Masters,2018,New Delhi,3,31,Female,2,1,51891,Sales
PHD,2015,Bangalore,3,31,Male,3,0,67192,Sales
Bachelors,2013,Bangalore,3,37,Male,5,0,43031,Sales
Bachelors,2014,Bangalore,3,32,Male,1,0,45319,Sales
Bachelors,2017,Bangalore,3,33,Male,3,0,42433,Sales
Bachelors,2014,Bangalore,3,37,Male,5,0,45062,Sales
Bachelors,2012,Bangalore,3,32,Male,3,0,49571,Sales
Bachelors,2015,Pune,3,40,Female,2,1,41975,Sales
Bachelors,2014,Pune,1,40,Female,1,1,97711,IT
Masters,2013,New Delhi,2,32,Male,2,1,75809,HR
Masters,2017,Bangalore,2,39,Female,2,1,76044,HR
PHD,2016,New Delhi,3,41,Male,1,0,62738,Sales
PHD,2014,New Delhi,3,32,Female,0,0,62352,Sales
Bachelors,2017,Bangalore,3,38,Male,0,1,45682,Sales
Masters,2017,New Delhi,2,31,Female,2,0,79392,HR
Bachelors,2018,Bangalore,3,38,Male,3,1,46630,Sales
Bachelors,2016,Bangalore,3,32,Male,4,0,46527,Sales
Bachelors,2017,Pune,2,35,Female,5,1,61424,HR
Bachelors,2013,Bangalore,3,34,Male,5,0,44546,Sales
Bachelors,2018,Bangalore,3,38,Male,1,1,46664,Sales
Bachelors,2014,Pune,1,36,Female,1,1,80606,IT
Bachelors,2015,Bangalore,3,34,Female,2,0,41223,Sales
Masters,2015,New Delhi,3,39,Female,2,0,58000,Sales
Masters,2017,New Delhi,1,40,Female,0,0,118365,IT
Bachelors,2016,Bangalore,3,38,Male,1,0,40800,Sales
Bachelors,2015,Pune,3,35,Male,3,0,45058,Sales
Bachelors,2014,Pune,2,31,Male,3,1,63972,HR
Bachelors,2017,Pune,3,41,Male,2,0,43323,Sales
Bachelors,2017,Bangalore,3,35,Female,3,0,40644,Sales
Bachelors,2018,Bangalore,3,33,Male,5,1,42184,Sales
Bachelors,2017,New Delhi,2,33,Male,5,0,62760,HR
Bachelors,2016,New Delhi,3,31,Female,4,0,43775,Sales
Masters,2013,New Delhi,3,35,Male,4,0,51955,Sales
Bachelors,2016,Bangalore,3,37,Female,1,0,48492,Sales
Bachelors,2015,Bangalore,3,31,Male,5,0,47913,Sales
Bachelors,2012,Bangalore,3,35,Male,1,1,41789,Sales
Bachelors,2014,Bangalore,3,32,Male,3,0,40276,Sales
Bachelors,2015,Bangalore,3,32,Female,0,0,40785,Sales
Bachelors,2017,Bangalore,3,40,Female,5,0,46156,Sales
Bachelors,2012,Bangalore,3,34,Male,5,0,43082,Sales
Bachelors,2014,Pune,3,37,Male,4,0,45909,Sales
PHD,2015,Bangalore,3,40,Male,3,0,61308,Sales
Masters,2017,New Delhi,2,34,Female,2,1,72762,HR
Bachelors,2015,Pune,2,32,Female,3,1,63402,HR
Bachelors,2013,Bangalore,3,33,Male,1,0,40688,Sales
Bachelors,2015,Bangalore,3,38,Male,3,1,48807,Sales
Masters,2017,New Delhi,2,41,Male,3,1,77371,HR
Masters,2017,New Delhi,1,36,Female,0,0,106521,IT
Bachelors,2016,Bangalore,3,33,Male,1,0,44346,Sales
Bachelors,2014,Pune,3,31,Male,5,0,48338,Sales
Bachelors,2013,Pune,2,34,Female,3,1,62555,HR
Bachelors,2017,Bangalore,3,31,Male,1,0,44592,Sales
Bachelors,2016,New Delhi,2,36,Female,4,1,60761,HR
Bachelors,2013,Bangalore,3,38,Male,5,0,42580,Sales
Bachelors,2015,Pune,2,39,Female,1,1,66477,HR
Bachelors,2014,Pune,3,31,Male,3,0,40543,Sales
Bachelors,2015,New Delhi,3,40,Male,3,1,48310,Sales
Bachelors,2013,Bangalore,3,39,Male,0,0,42241,Sales
Bachelors,2015,Bangalore,3,32,Female,4,0,49483,Sales
Bachelors,2014,Bangalore,3,34,Male,1,0,46260,Sales
Masters,2015,New Delhi,3,38,Male,1,0,52613,Sales
Bachelors,2014,Bangalore,1,39,Male,2,0,85176,IT
Bachelors,2014,Bangalore,3,39,Male,5,0,49973,Sales
Bachelors,2016,Bangalore,3,33,Male,1,0,40604,Sales
Bachelors,2018,Pune,2,34,Female,4,1,67359,HR
Bachelors,2017,Pune,3,38,Male,1,0,42306,Sales
Masters,2017,New Delhi,2,33,Male,2,0,72628,HR
Bachelors,2014,Bangalore,3,41,Male,5,0,45646,Sales
Masters,2017,Pune,1,39,Male,0,0,102630,IT
Masters,2013,Pune,3,39,Male,2,0,54284,Sales
Bachelors,2014,Bangalore,3,41,Male,5,0,41870,Sales
Bachelors,2012,Bangalore,3,40,Male,4,0,48729,Sales
Bachelors,2014,Bangalore,3,36,Male,0,0,45968,Sales
Bachelors,2015,Bangalore,3,34,Male,0,0,45602,Sales
Bachelors,2013,Bangalore,3,32,Male,5,1,48613,Sales
Bachelors,2015,Bangalore,3,31,Male,4,0,49167,Sales
Bachelors,2012,Bangalore,3,36,Male,0,0,46721,Sales
Masters,2017,Pune,2,35,Male,1,1,73547,HR
Bachelors,2017,Bangalore,3,32,Male,2,0,48372,Sales
Bachelors,2017,Pune,3,33,Male,5,0,46864,Sales
Bachelors,2016,Bangalore,3,34,Male,2,0,49629,Sales
Bachelors,2017,Bangalore,3,39,Male,3,0,48006,Sales
Bachelors,2018,Bangalore,3,38,Male,0,1,41775,Sales
Bachelors,2012,Pune,2,35,Female,1,1,65005,HR
Bachelors,2015,Pune,2,40,Female,5,1,61863,HR
Bachelors,2017,Pune,3,41,Male,3,0,41714,Sales
Bachelors,2016,Bangalore,1,33,Female,3,0,87887,IT
Masters,2017,New Delhi,1,40,Male,0,0,110432,IT
Bachelors,2018,Bangalore,3,33,Female,3,1,45189,Sales
Bachelors,2015,Bangalore,3,38,Male,1,1,43529,Sales
Masters,2017,Bangalore,2,32,Male,2,0,77302,HR
Bachelors,2014,Pune,3,32,Male,2,0,43811,Sales
Bachelors,2015,New Delhi,3,32,Female,2,0,46416,Sales
Bachelors,2016,Pune,2,37,Female,2,1,60478,HR
Bachelors,2015,Bangalore,3,40,Male,5,0,45794,Sales
Bachelors,2016,Bangalore,3,38,Male,1,0,48654,Sales
PHD,2018,New Delhi,3,33,Female,4,1,61196,Sales
Masters,2017,New Delhi,2,40,Male,4,0,76377,HR
Masters,2017,New Delhi,2,35,Male,2,0,72059,HR
Bachelors,2016,Bangalore,3,33,Male,3,0,47733,Sales
Bachelors,2017,Bangalore,3,37,Male,4,0,43671,Sales
Bachelors,2013,Bangalore,3,38,Male,0,0,42197,Sales
Bachelors,2018,Bangalore,3,32,Male,2,1,40587,Sales
Bachelors,2017,Bangalore,3,40,Female,2,0,42457,Sales
Bachelors,2015,New Delhi,3,33,Female,2,0,45158,Sales
Bachelors,2016,Bangalore,3,38,Male,2,1,48455,Sales
Bachelors,2013,Bangalore,3,34,Male,5,0,44340,Sales
Bachelors,2017,New Delhi,3,38,Female,4,0,47754,Sales
Bachelors,2018,Pune,2,31,Female,3,1,68018,HR
Bachelors,2014,Pune,3,32,Female,4,0,41232,Sales
Bachelors,2013,Bangalore,3,35,Male,1,0,41125,Sales
Bachelors,2014,Bangalore,3,35,Male,0,1,44721,Sales
Bachelors,2012,Bangalore,3,33,Female,4,0,42174,Sales
Bachelors,2012,New Delhi,3,41,Female,0,0,44550,Sales
Bachelors,2015,Pune,1,31,Female,3,1,80186,IT
Bachelors,2016,Bangalore,3,34,Male,3,0,42317,Sales
Masters,2017,New Delhi,2,40,Female,2,0,75019,HR
Masters,2016,Bangalore,3,32,Male,1,1,56399,Sales
Bachelors,2012,Bangalore,3,36,Male,5,0,48074,Sales
Bachelors,2014,Pune,2,40,Female,3,1,60207,HR
Bachelors,2012,Pune,3,31,Male,3,0,41266,Sales
Bachelors,2014,Bangalore,1,34,Female,5,0,91027,IT
Masters,2013,New Delhi,3,41,Female,2,1,59165,Sales
Masters,2017,New Delhi,2,32,Male,2,0,73833,HR
Bachelors,2016,Bangalore,3,41,Male,2,0,44833,Sales
Masters,2014,New Delhi,3,33,Male,3,0,51706,Sales
Bachelors,2013,Bangalore,3,33,Female,0,1,45197,Sales
Bachelors,2013,Pune,3,39,Female,2,0,47513,Sales
Masters,2018,Pune,3,40,Male,2,1,55825,Sales
Bachelors,2017,New Delhi,3,34,Male,3,0,42331,Sales
Bachelors,2016,Pune,3,41,Male,5,0,40619,Sales
Bachelors,2015,Pune,3,37,Male,5,1,46964,Sales
Masters,2017,Bangalore,3,32,Female,4,1,56428,Sales
Bachelors,2017,Bangalore,3,41,Male,3,0,42015,Sales
Bachelors,2018,Bangalore,3,34,Female,2,1,45620,Sales
Masters,2017,Bangalore,3,38,Male,5,1,56118,Sales
Bachelors,2017,Bangalore,3,40,Female,3,0,44512,Sales
Masters,2017,Pune,3,35,Male,2,0,57975,Sales
Bachelors,2015,Pune,3,31,Male,1,0,47055,Sales
Bachelors,2016,Pune,3,39,Male,4,0,42164,Sales
Bachelors,2018,Bangalore,3,39,Male,1,1,44646,Sales
Bachelors,2018,Bangalore,3,32,Male,3,1,46507,Sales
Bachelors,2015,Bangalore,3,38,Male,5,0,46879,Sales
Bachelors,2015,Bangalore,3,35,Male,3,0,44055,Sales
Bachelors,2013,Bangalore,1,38,Male,4,0,87097,IT
Bachelors,2012,New Delhi,3,32,Male,1,1,46630,Sales
Bachelors,2014,Pune,2,37,Female,5,1,69573,HR
Bachelors,2015,Pune,3,35,Male,0,0,48761,Sales
Bachelors,2017,Pune,3,41,Female,4,1,42216,Sales
Masters,2015,Bangalore,3,36,Male,0,0,54713,Sales
Bachelors,2017,Bangalore,3,35,Male,2,0,40805,Sales
Masters,2017,New Delhi,2,36,Male,2,1,72404,HR
Masters,2017,Bangalore,1,34,Male,1,0,107713,IT
Bachelors,2015,Bangalore,3,36,Male,3,0,48768,Sales
Bachelors,2017,Pune,2,33,Male,3,0,64516,HR
Masters,2018,New Delhi,3,38,Male,2,1,56273,Sales
PHD,2013,New Delhi,3,35,Female,3,1,67494,Sales
Bachelors,2015,New Delhi,2,37,Female,3,1,64512,HR
Bachelors,2017,Bangalore,3,31,Male,0,0,46178,Sales
Bachelors,2017,Pune,2,40,Female,2,1,60388,HR
Bachelors,2015,Pune,3,32,Female,3,1,49628,Sales
Bachelors,2015,Bangalore,3,35,Male,2,0,40062,Sales
Bachelors,2012,Bangalore,3,38,Male,0,0,42407,Sales
Bachelors,2015,Pune,2,36,Female,0,1,60768,HR
Masters,2015,Pune,3,36,Male,3,0,56492,Sales
Masters,2014,New Delhi,3,32,Female,5,0,56518,Sales
Bachelors,2018,Pune,2,37,Female,0,1,68283,HR
Bachelors,2018,Pune,3,35,Female,0,1,43346,Sales
Bachelors,2015,Pune,1,36,Female,4,1,80868,IT
Bachelors,2015,New Delhi,2,34,Female,5,1,62313,HR
Masters,2017,New Delhi,2,35,Female,0,0,73413,HR
Masters,2017,New Delhi,2,38,Female,5,0,71543,HR
Bachelors,2015,Pune,2,39,Female,5,1,69866,HR
Bachelors,2012,Pune,2,32,Female,5,1,62086,HR
Bachelors,2015,Bangalore,3,39,Male,2,0,46144,Sales
Bachelors,2015,Bangalore,3,39,Male,2,1,41806,Sales
Masters,2017,Pune,2,37,Male,2,0,76950,HR
Bachelors,2015,Bangalore,3,32,Female,5,0,47442,Sales
Bachelors,2017,New Delhi,2,38,Male,0,0,62604,HR
Bachelors,2012,Pune,2,36,Female,5,1,63750,HR
Masters,2016,Bangalore,1,37,Male,2,1,112899,IT
Bachelors,2017,Pune,3,32,Male,4,0,49519,Sales
Masters,2017,New Delhi,3,37,Male,2,0,56923,Sales
Bachelors,2016,New Delhi,3,33,Male,2,0,47069,Sales
Bachelors,2016,Bangalore,3,39,Male,4,0,49322,Sales
Bachelors,2012,Bangalore,3,35,Male,1,1,41788,Sales
Masters,2015,Pune,3,39,Male,5,0,51960,Sales
Bachelors,2015,Bangalore,3,34,Male,0,0,40534,Sales
Masters,2017,New Delhi,2,33,Male,4,0,77061,HR
Bachelors,2012,Bangalore,3,33,Male,1,0,47646,Sales
Bachelors,2015,New Delhi,3,31,Male,0,0,40368,Sales
PHD,2016,Pune,3,31,Female,4,0,69524,Sales
Bachelors,2015,Bangalore,3,37,Female,4,0,48001,Sales
Bachelors,2012,Bangalore,3,33,Male,0,0,40249,Sales
Bachelors,2017,Pune,3,31,Male,0,0,40547,Sales
Bachelors,2017,Bangalore,3,41,Female,2,0,43756,Sales
Masters,2017,Pune,2,39,Male,2,0,70690,HR
Masters,2013,New Delhi,3,32,Male,2,0,51452,Sales
Bachelors,2016,Pune,3,37,Male,3,0,47794,Sales
Bachelors,2014,Bangalore,3,37,Male,1,0,44427,Sales
Bachelors,2017,Pune,2,34,Female,3,1,67234,HR
Bachelors,2017,New Delhi,2,31,Male,2,0,68846,HR
Bachelors,2014,Pune,2,34,Female,1,1,63599,HR
Bachelors,2012,Bangalore,3,38,Female,5,0,46863,Sales
Bachelors,2013,Bangalore,3,37,Female,1,0,41707,Sales
Bachelors,2015,Pune,1,34,Female,3,1,96774,IT
Bachelors,2015,Bangalore,3,33,Male,2,0,49533,Sales
Bachelors,2016,Bangalore,3,37,Male,4,0,47324,Sales
Bachelors,2016,Bangalore,3,41,Male,4,0,46250,Sales
Bachelors,2012,Bangalore,1,38,Female,1,0,91079,IT
Bachelors,2016,Pune,3,40,Male,5,0,45446,Sales
Bachelors,2017,New Delhi,3,33,Female,1,1,44504,Sales
Bachelors,2016,New Delhi,3,33,Male,1,0,44934,Sales
Masters,2013,New Delhi,3,37,Male,2,0,52654,Sales
Bachelors,2017,New Delhi,2,36,Female,2,0,60245,HR
Bachelors,2012,Bangalore,3,36,Female,5,0,44968,Sales
Bachelors,2015,Bangalore,3,41,Male,1,0,41060,Sales
Masters,2014,New Delhi,3,40,Male,5,0,52385,Sales
Bachelors,2016,Bangalore,3,36,Female,0,0,44780,Sales
Masters,2017,Bangalore,2,41,Male,2,1,78564,HR
Bachelors,2015,Pune,3,33,Male,5,0,40080,Sales
Masters,2017,New Delhi,2,37,Female,2,0,78997,HR
Bachelors,2017,New Delhi,2,33,Male,0,0,63370,HR
Bachelors,2014,Bangalore,3,40,Female,4,0,40866,Sales
Masters,2018,New Delhi,3,36,Male,2,1,55528,Sales
Bachelors,2018,Bangalore,3,40,Male,3,1,47612,Sales
Masters,2018,Bangalore,3,40,Male,2,1,59546,Sales
Bachelors,2014,Bangalore,3,34,Male,3,0,40364,Sales
Bachelors,2012,Pune,3,39,Male,5,0,43824,Sales
Bachelors,2017,Pune,2,33,Male,1,1,63272,HR
Bachelors,2016,Bangalore,3,37,Male,2,0,46966,Sales
Bachelors,2012,New Delhi,3,40,Male,3,0,48126,Sales
Bachelors,2018,Bangalore,3,38,Male,1,1,41141,Sales
Bachelors,2016,Bangalore,3,40,Male,1,0,40289,Sales
Bachelors,2014,New Delhi,3,38,Female,0,0,41390,Sales
Bachelors,2016,Bangalore,3,34,Male,1,0,42699,Sales
Masters,2016,New Delhi,3,37,Female,3,1,57277,Sales
Bachelors,2015,Bangalore,3,40,Male,5,0,47164,Sales
Bachelors,2015,New Delhi,3,40,Female,1,0,47717,Sales
Masters,2016,Bangalore,3,37,Male,2,1,51664,Sales
Bachelors,2016,Pune,2,37,Female,3,1,62929,HR
Bachelors,2013,Pune,3,32,Male,1,0,43066,Sales
Masters,2017,New Delhi,1,35,Male,5,0,103464,IT
Bachelors,2016,Bangalore,1,38,Male,3,0,94912,IT
Bachelors,2017,Pune,3,34,Female,1,0,43410,Sales
Bachelors,2014,Bangalore,3,32,Male,2,1,42308,Sales
Bachelors,2013,Bangalore,3,37,Male,5,0,41771,Sales
Bachelors,2017,New Delhi,2,37,Male,4,0,64270,HR
Bachelors,2014,Bangalore,3,35,Male,2,0,40156,Sales
Bachelors,2016,Bangalore,3,40,Male,0,0,45362,Sales
Bachelors,2012,Bangalore,3,40,Male,2,0,47348,Sales
Bachelors,2015,Bangalore,3,39,Female,3,1,48644,Sales
Masters,2013,New Delhi,3,41,Female,2,0,55693,Sales
Bachelors,2015,Bangalore,3,34,Female,4,0,49786,Sales
Bachelors,2012,New Delhi,3,34,Female,4,0,46821,Sales
Bachelors,2013,Pune,2,36,Male,2,1,68583,HR
Masters,2016,New Delhi,3,39,Female,1,0,52484,Sales
Bachelors,2014,New Delhi,3,41,Male,5,0,46278,Sales
Bachelors,2015,Bangalore,3,40,Male,0,0,49967,Sales
Bachelors,2017,Bangalore,3,34,Female,5,0,42611,Sales
Bachelors,2013,Bangalore,3,31,Male,2,0,45635,Sales
Bachelors,2012,Pune,3,40,Male,3,0,48137,Sales
Bachelors,2013,Pune,3,32,Male,5,0,42405,Sales
Bachelors,2018,Pune,3,38,Male,3,1,48194,Sales
Bachelors,2016,Bangalore,3,40,Male,3,0,46309,Sales
PHD,2013,Bangalore,3,41,Male,4,0,67746,Sales
Bachelors,2014,Bangalore,3,36,Female,0,0,48458,Sales
Bachelors,2015,Pune,2,33,Female,3,1,60314,HR
Bachelors,2016,New Delhi,3,37,Male,3,0,43499,Sales
Bachelors,2015,Pune,3,38,Male,4,0,45895,Sales
Bachelors,2017,Bangalore,3,32,Male,4,0,47915,Sales
Bachelors,2017,Pune,3,33,Male,1,0,45534,Sales
Bachelors,2015,Bangalore,3,38,Male,5,0,41825,Sales
Bachelors,2015,Pune,3,40,Female,5,1,42469,Sales
Bachelors,2014,Bangalore,3,35,Male,0,0,47264,Sales
Masters,2016,New Delhi,3,37,Female,5,0,52334,Sales
Bachelors,2016,Bangalore,3,37,Male,2,0,49206,Sales
Bachelors,2015,Bangalore,3,36,Male,2,0,44879,Sales
Bachelors,2017,Bangalore,3,33,Female,4,1,48845,Sales
Bachelors,2014,Pune,2,36,Female,3,1,67503,HR
Bachelors,2016,Pune,3,32,Male,3,0,42477,Sales
Bachelors,2017,Bangalore,3,35,Female,1,1,45839,Sales
Bachelors,2014,Pune,2,34,Female,2,1,69171,HR
Masters,2017,Pune,2,40,Male,5,0,78894,HR
Bachelors,2016,Bangalore,3,37,Female,4,0,47957,Sales
Bachelors,2015,Bangalore,1,36,Male,1,0,83613,IT
Bachelors,2012,Pune,3,41,Female,1,0,42465,Sales
Bachelors,2016,Pune,3,36,Male,0,0,42538,Sales
Bachelors,2017,Bangalore,3,31,Female,2,0,43263,Sales
Bachelors,2017,Pune,3,31,Male,3,0,47730,Sales
Bachelors,2014,Pune,3,33,Male,2,0,41196,Sales
Bachelors,2017,Bangalore,3,35,Male,0,0,46532,Sales
PHD,2016,New Delhi,3,34,Male,1,0,61281,Sales
Bachelors,2014,Bangalore,3,39,Female,4,0,47746,Sales
Masters,2015,Bangalore,3,31,Male,1,1,53963,Sales
Bachelors,2015,Pune,3,32,Female,0,1,47501,Sales
Bachelors,2017,Bangalore,3,33,Male,0,1,48131,Sales
Bachelors,2014,Bangalore,3,34,Male,1,0,41052,Sales
Masters,2014,Pune,3,39,Male,2,0,51390,Sales
Bachelors,2017,New Delhi,2,41,Female,2,1,67987,HR
Bachelors,2017,New Delhi,2,34,Male,2,0,68215,HR
Bachelors,2013,Bangalore,3,36,Female,5,0,48446,Sales
Bachelors,2015,Pune,2,39,Female,5,1,64739,HR
Bachelors,2012,Pune,3,37,Male,5,0,45873,Sales
Bachelors,2016,Bangalore,3,36,Male,4,0,49406,Sales
Bachelors,2014,New Delhi,3,38,Female,1,0,42451,Sales
Bachelors,2017,Bangalore,3,38,Female,3,0,48600,Sales
Masters,2016,New Delhi,3,37,Female,2,1,58952,Sales
Bachelors,2012,Bangalore,3,34,Male,2,0,41374,Sales
Bachelors,2015,Bangalore,3,31,Male,2,0,42969,Sales
Bachelors,2015,Pune,2,32,Female,2,1,66520,HR
Masters,2018,New Delhi,3,35,Male,2,1,59174,Sales
Bachelors,2017,Bangalore,3,31,Male,2,0,41827,Sales
Bachelors,2015,Bangalore,1,32,Male,0,1,88248,IT
Bachelors,2015,Bangalore,3,31,Female,5,0,40249,Sales
Bachelors,2018,Bangalore,3,37,Male,5,1,46271,Sales
PHD,2018,New Delhi,3,40,Male,3,1,67083,Sales
Bachelors,2015,Bangalore,1,41,Male,1,0,96176,IT
Bachelors,2017,Pune,3,34,Male,5,0,41152,Sales
Bachelors,2014,Bangalore,3,36,Male,3,0,42467,Sales
Bachelors,2013,Pune,3,35,Male,1,0,48275,Sales
Masters,2017,New Delhi,3,38,Female,3,0,50375,Sales
Bachelors,2017,Bangalore,3,33,Male,1,0,42128,Sales
Bachelors,2014,Bangalore,3,38,Female,2,0,43601,Sales
Bachelors,2018,Bangalore,3,38,Male,1,1,48253,Sales
Bachelors,2017,Pune,2,40,Male,4,0,68880,HR
Bachelors,2013,New Delhi,3,39,Male,5,0,48839,Sales
Bachelors,2014,New Delhi,3,33,Female,4,0,42675,Sales
Bachelors,2015,Pune,3,32,Female,3,1,44601,Sales
Bachelors,2013,Bangalore,3,39,Male,2,0,48561,Sales
Bachelors,2015,Bangalore,3,38,Female,4,0,43381,Sales
Bachelors,2013,Bangalore,3,38,Male,2,0,44743,Sales
Bachelors,2017,Bangalore,3,35,Male,0,0,42610,Sales
Bachelors,2017,Pune,3,31,Female,0,1,40284,Sales
